"price";"Overall.Qual";"Garage.Area";"Total.Bsmt.SF";"X1st.Flr.SF";"Full.Bath";"AgeofHouse";"Mas.Vnr.Area";"TotRms.AbvGrd";"Fireplaces";"Wood.Deck.SF";"Neighborhood"
5.258;7;6.413;11.006;11.634;2;1;1.2;7;1;3.747;"Blmngtn"
5.205;7;5.977;10.151;10.151;2;1;0.995;5;1;3;"Blmngtn"
5.288;7;7.637;10.64;11.233;0;0;2.546;7;1;3.286;"Blmngtn"
5.423;8;7.637;11.696;11.876;2;0;0;7;1;5.299;"Blmngtn"
5.267;8;7.336;9.401;9.647;1;5;0;4;1;3.562;"Blueste"
5.045;6;4.874;6.593;6.593;1;8;6.735;5;0;0;"BrDale"
5.072;6;4.874;6.593;6.593;1;1;6.775;5;0;4.743;"BrDale"
5.025;5;6.293;7.53;7.53;2;8;5.231;6;0;0;"BrDale"
4.961;6;0;7.777;7.777;1;7;4.609;7;0;4.253;"BrDale"
5.321;7;5.324;9.986;10.218;1;1;0;8;1;0;"BrkSide"
4.94;4;4.243;8.298;8.298;1;12;0;4;0;3.486;"BrkSide"
5.141;5;6.573;9.139;9.139;2;12;0;7;1;0;"BrkSide"
5.041;5;5.628;7.988;9.387;1;12;3.807;5;1;0;"BrkSide"
5.137;5;5.499;5.17;9.492;2;6;0;7;1;4.686;"BrkSide"
5.083;6;4.157;9.256;9.256;1;12;0;4;1;0;"BrkSide"
5.122;6;5.02;8.379;8.617;1;12;0;6;1;2.012;"BrkSide"
4.968;5;5.367;6.49;8.601;1;12;6.321;6;0;0;"BrkSide"
5.151;5;7.2;9.134;9.799;1;12;0;5;0;3.175;"BrkSide"
5.061;5;4.874;9.295;9.463;1;2;0;5;0;0;"BrkSide"
5.331;6;6.3;8.716;11.404;2;3;0;10;0;0;"BrkSide"
4.86;3;5.082;0;8.05;1;12;0;4;0;0;"BrkSide"
5.021;6;4.648;8.155;8.869;2;12;0;7;1;0;"BrkSide"
5.107;6;6.722;7.416;8.221;2;2;0;6;0;0;"BrkSide"
5.316;6;5.771;8.659;9.735;1;2;0;8;1;0;"BrkSide"
5.265;7;4.648;9.609;10.098;2;12;0;8;0;0;"BrkSide"
4.81;3;0;7.742;7.742;1;12;0;4;0;0;"BrkSide"
5.322;6;6.293;9.79;9.075;1;12;0;6;1;0;"BrkSide"
4.954;5;7.2;8.216;9.295;1;12;0;7;0;0;"BrkSide"
5.186;6;5.879;7.926;7.926;1;1;0;7;0;0;"BrkSide"
4.903;4;6.893;7.348;8.199;1;11;3.118;5;0;0;"BrkSide"
5.147;6;5.299;9.353;9.353;1;12;0;6;1;0;"BrkSide"
5.061;5;4.648;8.98;8.98;1;12;0;7;0;4.243;"BrkSide"
5.031;5;4.025;7.875;8.078;1;12;0;6;0;0;"ClearCr"
5.516;7;6.926;10.842;10.842;2;3;0;7;0;5.161;"ClearCr"
5.267;5;6.958;9.548;10.218;2;9;0;7;0;6.614;"ClearCr"
5.238;6;6.228;10.779;10.779;1;3;0;6;1;5.256;"ClearCr"
5.283;7;6.742;10.218;10.2;2;7;5.187;8;1;5.091;"ClearCr"
5.383;7;6.286;11.165;11.076;1;1;0;5;2;2.7;"ClearCr"
5.408;4;6.9;11.08;12.234;1;3;0;6;2;4.49;"ClearCr"
5.407;6;6.887;10.767;14.764;3;3;5.196;6;2;0;"ClearCr"
5.215;5;7.194;9.487;9.487;1;9;0;4;2;4.628;"ClearCr"
5.104;5;6.6;8.879;8.879;1;8;0;5;0;0;"CollgCr"
5.38;7;7.476;9.675;9.693;2;3;0;9;1;5.458;"CollgCr"
5.51;9;10.12;11.83;12.296;1;0;4.667;8;1;4.08;"CollgCr"
5.521;9;8.726;12.442;12.442;2;1;5.724;8;1;4.327;"CollgCr"
5.342;7;7.707;12.015;12.015;2;1;4.025;8;1;3.327;"CollgCr"
5.346;8;8.538;10.624;10.624;2;1;3.55;5;0;3.888;"CollgCr"
5.326;7;7.036;8.48;8.627;2;3;0;6;1;3.771;"CollgCr"
5.161;5;7.777;9.936;9.936;1;3;0;6;0;5.94;"CollgCr"
5.307;7;7.206;11.349;11.4;2;2;2.474;6;0;3.6;"CollgCr"
5.13;5;6.321;9.07;9.07;1;6;1.897;5;0;0;"CollgCr"
5.374;8;6.854;12.561;12.685;2;2;0;7;1;4.264;"CollgCr"
5.279;7;7.162;11.619;11.619;2;1;4.347;6;0;4.157;"CollgCr"
5.239;6;6.971;8.15;8.15;2;1;0;7;0;3;"CollgCr"
5.597;9;8.869;12.553;12.607;2;0;6.015;8;2;4.409;"CollgCr"
5.19;5;6.893;9.439;9.439;1;3;0;5;0;3.888;"CollgCr"
5.158;5;5.628;9.945;9.945;1;1;0;6;0;5.002;"CollgCr"
5.334;6;7.348;8.818;8.859;2;3;3.394;6;0;0;"CollgCr"
5.156;5;7.2;9.841;9.841;1;7;3.98;5;1;0;"CollgCr"
5.041;5;5.02;9.119;9.119;1;7;0;5;0;0;"CollgCr"
5.362;8;7.707;9.506;9.506;2;2;5.367;7;2;4.49;"CollgCr"
5.438;9;8.078;11.051;11.088;2;2;3.473;7;1;3.888;"CollgCr"
5.477;8;8.022;12.65;12.678;2;1;4.648;6;1;4.047;"CollgCr"
5.316;8;7.099;8.746;8.93;2;2;4.157;7;1;3.286;"CollgCr"
5.32;6;6.762;11.533;11.592;2;2;4.399;7;1;3.55;"CollgCr"
5.267;6;8.055;12.862;12.862;2;2;0;8;0;3.795;"CollgCr"
5.271;7;6.504;11.404;11.404;2;1;2.121;6;0;0;"CollgCr"
5.243;6;6.688;7.56;7.625;2;1;0;6;0;3.575;"CollgCr"
5.164;5;5.879;9.439;9.439;1;3;0;5;0;4.8;"CollgCr"
5.092;4;0;9.439;9.439;1;3;0;5;0;0;"CollgCr"
5.372;7;7.33;9.43;9.43;2;2;0;7;1;4.264;"CollgCr"
5.117;5;6.293;8.818;8.97;1;7;0;5;0;0;"CollgCr"
5.186;5;5.771;9.558;9.605;2;7;3.189;6;1;3.381;"CollgCr"
5.086;5;6.293;9.339;9.339;1;7;0;5;0;0;"CollgCr"
5.104;5;7.2;8.818;8.818;1;2;0;5;0;3.735;"CollgCr"
5.431;7;7.244;12.271;12.271;2;2;0;7;1;5.248;"CollgCr"
5.439;8;7.099;11.738;11.738;2;2;4.8;7;1;4.069;"CollgCr"
5.38;8;7.074;10.479;10.479;2;3;6.279;8;1;0;"CollgCr"
5.267;7;6.913;10.97;10.97;2;1;0;6;0;0;"CollgCr"
5.254;7;7.048;8.15;8.15;2;0;0;7;0;0;"CollgCr"
5.329;7;7.584;9.193;9.193;2;1;0;8;0;3.6;"CollgCr"
5.254;7;7.506;11.313;11.313;2;1;3.089;7;0;4.157;"CollgCr"
5.225;6;6.271;10.941;10.941;2;0;0;6;1;0;"CollgCr"
5.227;7;6.6;8.15;8.15;2;1;0;7;1;3;"CollgCr"
5.322;7;7.578;9.222;9.222;2;0;0;8;0;3.6;"CollgCr"
5.258;7;7.409;8.4;8.4;2;1;6.92;6;0;3.6;"CollgCr"
5.17;5;7.2;8.849;9.07;1;2;0;5;0;0;"CollgCr"
5.161;5;6.448;9.95;9.95;1;2;0;5;0;0;"CollgCr"
5.371;7;6.978;11.715;11.715;2;2;4.686;6;0;4.44;"CollgCr"
5.336;6;7.2;11.537;11.596;2;2;0;6;0;3.888;"CollgCr"
5.33;7;6.518;11.955;11.955;2;2;4.058;6;0;3.771;"CollgCr"
5.292;7;6.808;8.705;8.777;2;2;0;7;0;3.55;"CollgCr"
5.312;7;8.71;11.777;11.777;2;1;3.674;6;1;6.49;"CollgCr"
5.109;5;5.196;9.348;9.348;1;8;0;5;1;0;"CollgCr"
5.176;5;7.048;8.97;8.97;1;7;0;5;0;4.8;"CollgCr"
5.342;8;6.134;11.015;11.055;1;1;0;5;1;2.474;"CollgCr"
5.362;7;9;12.201;12.201;2;1;5.153;6;0;0;"CollgCr"
5.356;7;7.068;9.74;9.813;2;2;4.52;8;1;3.394;"CollgCr"
5.375;7;7.409;9.149;9.247;2;2;0;8;1;4.975;"CollgCr"
5.316;7;7.004;11.185;11.185;2;1;0;7;0;0;"CollgCr"
5.292;7;7.175;8.4;8.4;2;1;0;6;0;3.6;"CollgCr"
5.217;7;6;10.858;10.858;2;1;0;6;1;0;"CollgCr"
5.308;7;6.525;6.17;8.98;2;1;1.99;6;0;0;"Crawfor"
5.391;8;6.874;11.977;12.171;2;1;4.091;5;1;3.394;"Crawfor"
5.249;6;4.378;8.33;8.232;1;12;0;7;2;0;"Crawfor"
5.204;5;4.8;8.094;9.372;1;12;0;7;2;0;"Crawfor"
5.19;5;5.256;10.704;10.704;1;10;0;5;0;6.593;"Crawfor"
5.346;6;6.971;8.899;12.296;2;1;4.837;5;1;5.126;"Crawfor"
5.161;6;5.763;7.613;7.777;1;12;0;6;1;0;"Crawfor"
5.281;6;7.777;7.275;11.317;2;3;0;11;1;6.228;"Crawfor"
5.169;6;6;7.8;7.8;1;3;0;6;0;6.177;"Crawfor"
5.581;8;9.553;8.094;13.309;3;3;7.542;11;2;5.316;"Crawfor"
5.493;7;6.228;8.475;10.116;1;1;5.299;8;2;0;"Crawfor"
5.374;5;6.6;13.07;13.07;2;11;0;7;2;0;"Crawfor"
4.985;5;4.243;8.314;8.427;1;12;0;5;0;0;"Crawfor"
5.13;6;4.5;7.857;7.857;1;4;0;6;1;0;"Crawfor"
5.078;5;4.648;9.099;9.266;1;12;0;5;1;0;"Crawfor"
5.555;8;5.848;9.319;13.214;2;2;0;10;2;0;"Crawfor"
5.414;6;4.025;9.619;11.368;2;1;0;9;1;4.49;"Crawfor"
5.332;6;7.048;11.572;11.572;2;8;0;7;2;0;"Crawfor"
5.146;7;7.601;8.249;9.3;1;8;0;7;1;0;"Crawfor"
5.3;7;7.219;7.572;9.29;1;4;0;8;2;0;"Crawfor"
5.41;5;5.548;10.253;10.725;2;9;6.037;9;3;0;"Crawfor"
5.093;3;6.573;9.353;9.73;2;4;0;8;1;0;"Edwards"
5.111;5;7.324;10.147;10.147;1;11;0;6;0;1.99;"Edwards"
4.929;3;4.648;0;7.589;1;1;0;5;0;0;"Edwards"
5.158;5;5.499;10.375;10.375;1;9;0;6;0;4.809;"Edwards"
5.098;6;5.628;9.525;9.932;1;7;0;5;1;0;"Edwards"
5.053;6;4.45;8.133;8.475;1;12;0;7;1;0;"Edwards"
4.767;3;4.243;8.818;8.818;1;12;0;5;0;0;"Edwards"
4.785;1;0;7.84;9.02;0;12;0;4;0;0;"Edwards"
5.015;6;5.196;7.777;7.92;2;12;0;6;0;3.637;"Edwards"
5.145;3;6.378;0;12.489;2;11;0;8;1;0;"Edwards"
5.086;4;6.695;0;11.157;1;11;0;6;0;0;"Edwards"
4.778;5;5.612;10.716;10.716;1;11;0;5;0;0;"Edwards"
5.145;5;4.893;9.716;9.716;2;5;3.662;5;0;0;"Edwards"
5.097;6;5.628;9.679;10.062;1;7;4.791;6;1;5.161;"Edwards"
5.072;5;0;7.926;7.926;1;1;0;4;0;0;"Edwards"
4.914;3;6.893;0;9.217;1;12;0;4;0;0;"Edwards"
5.079;5;0;12.289;12.289;2;10;2.581;10;0;0;"Edwards"
5.106;5;0;7.613;8.528;2;2;0;6;0;3.55;"Edwards"
4.898;6;0;7.175;7.175;1;12;0;5;0;0;"Edwards"
4.929;5;0;8.464;8.464;1;12;0;4;0;5.433;"Edwards"
5.13;6;6.573;10.071;10.071;1;7;2.75;6;1;0;"Edwards"
5.246;4;6.371;10.094;10.094;1;1;0;5;0;4.762;"Edwards"
4.914;4;0;0;10.182;2;11;0;6;0;0;"Edwards"
4.916;4;0;0;10.182;2;11;2.285;6;0;0;"Edwards"
4.982;5;0;0;9.144;1;3;0;8;0;0;"Edwards"
5.116;5;4.648;8.314;8.314;1;3;0;6;0;0;"Edwards"
4.826;3;0;8.818;8.818;1;12;0;5;0;0;"Edwards"
5.114;5;7.643;9.827;12.112;2;11;0;6;1;0;"Edwards"
5.074;6;0;8.57;8.57;1;4;3.059;5;0;0;"Edwards"
5.17;6;6.735;10.142;10.008;1;7;3.957;6;1;5.771;"Edwards"
5.196;5;6.364;9.905;9.905;1;1;0;5;0;0;"Edwards"
5.267;10;8.92;16.805;16.805;3;0;8.281;11;1;4.327;"Edwards"
5.097;4;5.652;8.314;8.314;1;11;0;4;1;0;"Edwards"
5.076;4;5.02;9.237;9.237;1;11;0;5;1;0;"Edwards"
5.107;5;4.399;8.48;8.48;1;12;0;6;2;4.874;"Edwards"
5.439;6;6.235;7.92;11.906;2;8;0;8;1;7.262;"Edwards"
5.618;6;8.674;12.855;12.855;3;4;0;7;2;7.846;"Edwards"
5.137;5;5.091;9.753;9.753;1;2;3.842;6;0;0;"Edwards"
5.092;5;5.265;9.391;10.165;1;11;0;6;0;0;"Edwards"
4.968;5;0;0;10.058;1;11;0;5;1;0;"Edwards"
4.961;5;5.02;8.538;9.496;1;12;0;7;1;0;"Edwards"
5.114;6;5.848;9.343;9.343;2;0;2.121;7;0;0;"Edwards"
4.908;5;0;7.695;7.695;1;2;0;8;0;0;"Edwards"
5.256;6;5.947;8.427;8.427;2;3;0;7;1;0;"Gilbert"
5.347;7;6.25;8.92;8.92;2;2;4.025;8;1;3.6;"Gilbert"
5.276;7;5.925;5.879;9.285;2;3;1.697;7;1;2.078;"Gilbert"
5.227;7;6;5.879;8.506;2;3;1.407;7;1;3.286;"Gilbert"
5.352;7;6.641;9.382;9.511;2;2;5.564;9;1;0;"Gilbert"
5.267;5;7.144;10.049;9.227;2;7;3.759;6;1;0;"Gilbert"
5.291;7;6.25;8.726;8.726;2;1;0;7;1;5.196;"Gilbert"
5.283;7;6;8.389;8.517;2;2;0;8;1;0;"Gilbert"
5.253;6;6.455;9.401;9.52;2;2;1.2;7;1;3;"Gilbert"
5.193;7;6;5.879;8.346;2;2;0;7;1;0;"Gilbert"
5.225;7;6.075;5.879;8.346;2;2;0;7;1;0;"Gilbert"
5.238;6;5.894;9.08;9.08;2;3;0;7;1;3.888;"Gilbert"
5.25;5;6.03;11.015;11.161;2;3;0;7;0;0;"Gilbert"
5.262;6;6.434;9.159;9.159;2;2;0;7;1;0;"Gilbert"
5.061;6;6.675;12.119;11.518;1;12;0;7;2;0;"Gilbert"
5.352;7;6;9.661;9.661;2;2;0;8;1;3.6;"Gilbert"
5.225;6;5.794;8.517;8.517;2;3;0;7;1;0;"Gilbert"
5.255;6;6.371;9.114;9.232;2;2;0;7;1;4.8;"Gilbert"
5.225;6;5.94;9.015;9.05;2;3;0;7;1;5.109;"Gilbert"
5.188;6;6.573;10.825;10.076;1;9;3.524;6;1;0;"Gilbert"
5.298;6;5.612;7.926;7.926;2;0;0;6;1;0;"Gilbert"
5.254;7;6;8.094;8.094;2;0;0;8;1;3;"Gilbert"
5.247;7;6.264;10.825;10.825;2;0;0;6;0;0;"Gilbert"
5.332;7;6.25;8.731;8.731;2;1;0;8;1;3;"Gilbert"
5.243;6;6.434;9.261;9.261;2;2;0;7;1;0;"Gilbert"
5.346;7;7.601;9.315;9.454;2;2;5.065;8;1;0;"Gilbert"
5.505;7;7.2;11.193;11.193;2;0;6.406;9;1;4.638;"Gilbert"
5.219;6;6.148;7.92;7.92;2;3;3.175;6;1;4.135;"Gilbert"
5.254;7;6.192;7.672;7.73;2;0;0;7;1;3;"Gilbert"
5.241;6;6.199;10.924;10.924;2;0;0;6;0;3;"Gilbert"
5.412;8;7.542;9.73;9.73;2;1;4.609;9;1;3.286;"Gilbert"
5.363;8;6.735;11.249;11.439;2;2;1.897;7;1;4.113;"Gilbert"
5.255;7;5.947;8.395;8.522;2;1;0;8;1;0;"Gilbert"
5.237;6;6.434;9.261;9.261;2;2;0;7;1;3;"Gilbert"
5.238;6;6.518;9.29;9.29;2;2;0;7;1;0;"Gilbert"
5.041;5;6.815;8.57;8.57;1;10;0;5;0;3.089;"IDOTRR"
4.543;4;0;8.05;8.05;1;12;0;4;0;0;"IDOTRR"
5.173;6;5.333;8.05;10.156;2;12;0;8;0;0;"IDOTRR"
5.167;5;6.49;7.777;7.777;1;3;0;6;0;0;"IDOTRR"
4.929;3;0;9.548;9.548;1;6;0;6;0;0;"IDOTRR"
4.875;4;4.243;7.175;7.175;1;12;0;4;0;0;"IDOTRR"
4.908;4;4.189;5.66;7.771;1;2;0;5;0;0;"IDOTRR"
4.813;4;4.409;7.299;6.235;1;12;0;5;0;0;"IDOTRR"
5.144;7;5.02;7.572;9.986;1;12;0;6;1;0;"IDOTRR"
5.327;7;5.187;9.372;9.372;1;1;0;8;2;5.065;"IDOTRR"
5.207;6;8.05;10.12;10.12;1;12;0;7;1;0;"IDOTRR"
5.004;5;5.091;6.907;7.231;1;3;0;6;0;0;"IDOTRR"
5;4;4.874;8.117;8.335;1;12;0;4;0;0;"IDOTRR"
5.009;5;4.399;9.372;9.372;1;12;0;5;0;3.795;"IDOTRR"
5.027;4;5.425;9.251;9.251;1;12;0;6;0;0;"IDOTRR"
4.922;4;5.073;7.01;7.01;1;8;0;6;0;3.286;"MeadowV"
4.932;4;4.772;7.01;7.01;1;7;0;5;0;0;"MeadowV"
4.973;4;0;7.01;7.01;1;8;4.124;5;0;0;"MeadowV"
4.927;4;0;7.53;7.53;1;8;0;3;0;0;"MeadowV"
4.876;4;5.073;7.01;7.01;1;7;0;6;0;0;"MeadowV"
5.019;5;5.499;4.874;7.446;1;6;0;5;1;3.562;"MeadowV"
4.9;4;0;7.01;7.01;1;8;0;5;0;0;"MeadowV"
5.279;6;6.525;10.577;10.754;2;7;0;6;1;5.809;"Mitchel"
5.23;6;8.357;13.275;13.576;3;7;0;9;0;0;"Mitchel"
5.221;5;7.857;10.998;10.998;2;3;0;7;1;5.433;"Mitchel"
5.4;8;7.601;9.981;9.675;2;2;0;7;1;4.347;"Mitchel"
5.238;6;6.978;9.281;10.762;1;7;0;5;2;5.213;"Mitchel"
5.292;6;8.016;11.876;11.876;2;7;0;5;2;4.874;"Mitchel"
5.477;7;8.411;12.869;13.523;3;3;7.754;7;0;0;"Mitchel"
5.433;8;8.782;11.879;12.329;2;2;3.65;7;2;3.674;"Mitchel"
5.233;6;5.676;9.932;10.031;1;7;0;6;1;4.274;"Mitchel"
5.359;4;6.235;12.296;12.329;2;4;0;6;1;6.206;"Mitchel"
5.204;6;6.17;9.406;9.406;2;5;0;7;0;4.696;"Mitchel"
5.127;6;6.6;9.877;9.859;1;5;0;5;0;3.286;"Mitchel"
5.167;5;0;10.04;10.04;1;0;0;6;0;0;"Mitchel"
5.112;4;5.692;8.721;8.721;1;1;0;4;0;0;"Mitchel"
5.095;5;4.874;8.57;8.57;1;5;0;5;0;3.888;"Mitchel"
4.971;5;0;9.363;9.363;1;3;0;5;0;0;"Mitchel"
5.117;5;7.2;10.496;10.496;1;2;0;7;1;6.531;"Mitchel"
5.121;5;0;9.06;9.343;1;3;0;6;0;2.683;"Mitchel"
5.23;5;6.134;11.181;11.181;1;7;0;6;1;4.648;"Mitchel"
5.236;6;5.299;10.937;10.937;1;11;3.118;6;0;5.947;"NAmes"
5.387;7;6.854;13.78;13.78;2;9;0;8;2;0;"NAmes"
5.061;4;0;8.818;8.818;1;8;0;5;1;0;"NAmes"
5.265;7;6.782;11.245;10.97;2;3;0;5;1;4.274;"NAmes"
5.11;4;0;9.247;10.5;1;11;0;6;0;5.628;"NAmes"
5.134;6;6.573;6.926;10.089;2;10;0;8;0;0;"NAmes"
5.138;6;6.573;9.178;9.74;1;10;3.747;6;0;3.286;"NAmes"
5.185;6;5.724;10.2;11.696;1;8;3.842;7;2;0;"NAmes"
5.188;5;6.573;9.972;9.972;2;10;5.7;12;0;0;"NAmes"
5.134;5;5.265;10.142;10.142;1;11;3.674;6;0;0;"NAmes"
5.17;6;5.299;10.366;10.366;1;11;4.45;6;0;0;"NAmes"
5.152;5;6.913;10.34;10.34;1;11;4.025;6;0;0;"NAmes"
5.031;5;5.94;0;8.627;1;1;0;5;1;0;"NAmes"
5.204;6;6.293;10.022;10.022;1;10;4.847;5;0;0;"NAmes"
5.193;6;6.293;9.609;9.609;1;1;0;5;0;3.923;"NAmes"
5.188;5;6.573;10.191;10.191;1;9;4.243;6;1;0;"NAmes"
5.167;5;4.874;10.008;10.008;1;1;0;5;1;0;"NAmes"
5.273;6;6.907;11.435;11.435;2;10;0.52;6;1;0;"NAmes"
5.201;6;6.801;11.201;11.201;1;10;4.715;6;2;0;"NAmes"
5.021;4;5.755;8.022;10.737;2;1;0;7;1;2.225;"NAmes"
5.079;5;5.231;10.401;10.401;1;11;0;6;0;0;"NAmes"
5.185;5;5.612;11.153;11.153;1;11;0;6;0;5.02;"NAmes"
5.185;5;6.695;10.804;10.804;1;4;7.649;5;1;0;"NAmes"
5.09;5;4.93;7.397;10.895;1;12;0;5;0;2.437;"NAmes"
5.1;5;6.573;7.536;10.004;1;12;0;5;0;0;"NAmes"
5.217;5;5.091;9.525;11.076;1;2;2.51;6;2;5.4;"NAmes"
5.053;5;4.648;8.448;8.448;1;12;0;4;0;0;"NAmes"
5.183;7;6.075;7.932;8.491;1;2;0;6;1;0;"NAmes"
5.279;6;9.035;10.598;10.598;2;8;6.573;12;0;0;"NAmes"
5.157;6;6.573;9.251;9.251;1;1;0;6;0;0;"NAmes"
5.185;5;8.249;9.449;10.842;1;2;0;5;0;0;"NAmes"
5.197;6;6.695;11.533;11.533;2;10;1.643;6;2;0;"NAmes"
5.109;6;9;8.459;8.298;1;12;0;5;0;0;"NAmes"
5.143;5;5.144;9.623;10.978;1;9;0;6;0;0;"NAmes"
5.247;6;7.355;10.323;11.281;1;2;0;6;1;0;"NAmes"
5.316;6;7.2;9.256;9.914;2;8;0;9;2;5.02;"NAmes"
5.09;5;7.2;8.818;8.818;1;8;0;5;0;0;"NAmes"
5.251;7;7.275;9.217;9.482;1;1;4.347;6;0;3.6;"NAmes"
5.037;4;5.628;9.035;9.035;1;11;0;5;0;0;"NAmes"
5.133;4;5.047;9.256;9.256;1;11;0;4;0;0;"NAmes"
5.255;5;6.722;10.474;10.67;2;2;0;6;1;0;"NAmes"
5.185;5;4.874;10.031;10.031;1;2;0;6;0;5.109;"NAmes"
5.076;6;5.091;9.637;9.637;1;12;0;6;0;0;"NAmes"
5.151;5;4.874;7.175;10.97;1;1;0;7;1;0;"NAmes"
5.146;5;6.406;10.147;10.147;1;10;3.499;6;0;0;"NAmes"
5.212;6;6.243;10.653;10.653;1;10;0;6;1;0;"NAmes"
5.222;6;6.3;11.205;11.887;1;10;4.102;5;1;6.641;"NAmes"
5.143;6;5.17;10.375;10.375;1;11;2.581;6;1;0;"NAmes"
5.22;6;6.42;11.193;11.193;1;11;5.902;6;2;0;"NAmes"
5;5;5.205;0;12.6;2;6;0;7;1;0;"NAmes"
5.201;5;5.291;10.632;10.632;1;10;0;6;0;0;"NAmes"
5.19;5;5.265;10.687;10.687;1;10;0;6;1;0;"NAmes"
5.223;7;6.88;10.721;10.721;1;8;0;5;1;0;"NAmes"
